sno,h,sub_h,link
72,"Karnataka: 13 killed, 7 injured in head-on collision between tempo traveler, tipper near Dharwad","Thirteen people were killed and seven others were injured after the tempo traveler in which they were travelling collided head-on with a tipper near Itigatti cross on Pune-Bengaluru National Highway bypass, three kilometers from Dharwad around 7.30am on Friday morning.",https://timesofindia.indiatimes.com/city/hubballi/karnataka-13-killed-7-injured-in-head-on-collision-between-tempo-traveler-tipper-near-dharwad/articleshow/80283512.cms
73,Karnataka: Four killed in Road accident in Hassan,,https://timesofindia.indiatimes.com/city/mysuru/karnataka-four-killed-in-road-accident-in-hassan/articleshow/80892902.cms
74,Mangaluru: ASI injured in Road accident in 2018 dies,,https://timesofindia.indiatimes.com/city/mangaluru/mangaluru-asi-injured-in-road-accident-in-2018-dies/articleshow/81497318.cms
75,60 donate blood to mark accident victim’s 1st death anniversary,"Over 60 people, including family, relatives and community members, came together to mark the first death anniversary of a loved one, who was killed in a Road accident last year at Yelahanka.",https://timesofindia.indiatimes.com/city/bengaluru/60-donate-blood-to-mark-accident-victims-1st-death-anniversary/articleshow/81731086.cms
76,"Karnataka: Pregnant woman, six others killed in Road accident near Kalaburagi",A 25-year-old pregnant woman and her six family members died when their MUV rammed a parked truck at Savalagi village on Aland road on the outskirts of Kalaburagi city early Sunday morning,https://timesofindia.indiatimes.com/city/bengaluru/karnataka-pregnant-woman-six-others-killed-in-road-accident-near-kalaburagi/articleshow/78355849.cms
77,Road accidents: Data reveals Sundays are the deadliest for motorists,"The accident stats throw up many surprises, one of which is that a majority of the accidents took place on straight roads (302 fatal and 126 self-accidents), while 40 took place at junctions of four roads, 53 at turns, 18 at speed-breakers and 29 at T-junctions.",https://timesofindia.indiatimes.com/city/bengaluru/road-accidents-data-reveals-sundays-are-the-deadliest-for-motorists/articleshow/80452210.cms
78,Three killed in Karnataka bus mishap,"Three people were killed, while nearly 30 others were injured in a bus mishap near Sira in this district, police said on Friday. The incident happened on Thursday evening when the bus ferrying nearly50 people overturned near a curve near Mekerahalli, they said.",https://timesofindia.indiatimes.com/city/bengaluru/three-killed-in-karnataka-bus-mishap/articleshow/81109786.cms
79,"Excise sub-inspector, three techies die in crash on Hassan national highway",An excise sub-inspector and three IT employees were killed as their car rammed a container truck on NH-75 near Channarayapatna in the early hours of Saturday. The four friends were on their way to attend a marriage in Chikkamagaluru. Such was the impact of the crash that the left side of the car was crushed and flattened into a mass.,https://timesofindia.indiatimes.com/city/mysuru/excise-sub-inspector-three-techies-die-in-crash-on-hassan-national-highway/articleshow/80903859.cms
80,Bengaluru: Four die after car crashes into truck,"Four persons, including a woman, died when their car crashed into cement-mixer truck at Bellalli village on Kannur Main Road near Vidyaranyapura, northwest Bengaluru, on Sunday noon.",https://timesofindia.indiatimes.com/city/bengaluru/four-die-after-car-crashes-into-truck/articleshow/80618133.cms
81,SC panel seeks report on Dharwad accident,"The Supreme Court’s committee on road safety has taken note of a recent accident involving a minibus and a tipper on a bypass road at Itigatti, near Dharwad. It has issued a notice to the Karnataka transport department and sought a report on the incident, which claimed 11 lives. The report must list steps to prevent such collisions and statistics of mishaps and fatalities recorded on the 32-km road in the past two years.",https://timesofindia.indiatimes.com/city/hubballi/sc-panel-seeks-report-on-dharwad-accident/articleshow/80443205.cms
